"Departement";"Code";"Dienstabteilung";"Konto";"Bezeichnung";"Rechnung 2011 Fr.";"Budget 2012 Fr.";"Budget 2013 Fr.";"Abweichung zum Vorjahr Fr.";"Bezeichnung (sofern gemäss Art. 4 FVO erforderlich)"
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3010 0000";"Löhne des Verwaltungs- und Betriebspersonals";"135’210’908.45";"141’526’300";"145’040’000";"-3’513’700";"25 Mehrstellen sind erforderlich für die Bewältigung der gestiegenen Anforderungen bedingt durch die kurzfristigen Aufnahmen von PatientInnen aus den Spitälern infolge der Einführung von DRG ab 1.1.2012. Es hat sich gezeigt, dass diese neue Aufgabe wesentlich mehr Ressourcen beansprucht, als aktuell vorhanden sind. Die 25 zusätzlichen Stellen betreffen folgende Bereiche: Im Bereich Pflege (18.2 Stw.), im ärztlichen und therapeutischen Bereich (2.4 Stw.) sowie im Bereich Bettendisposition und Hausdienst (4.4 Stw.)."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3012 0000";"Löhne des Personals in Ausbildung";"4’833’753.35";"5’997’600";"6’032’400";"-34’800";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3018 0000";"Löhne von unselbständig erwerbenden Dritten (AHV)";"46’794.05";"130’000";"130’000";;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3030 0000";"Sozialversicherungsbeiträge";"10’159’528.25";"10’741’500";"11’010’500";"-269’000";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3040 0000";"Personalversicherungsbeiträge";"10’508’757.30";"13’562’000";"14’449’100";"-887’100";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3050 0000";"Unfall- und Krankenversicherungsbeiträge";"310’831.40";"322’500";"317’200";"+5’300";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3062 0000";"Verpflegungszulagen";"18’900.00";"48’800";"47’500";"+1’300";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3080 0000";"Entschädigungen für temporäre Arbeitskräfte";"1’141’480.70";"1’003’500";"1’155’100";"-151’600";"Mit einer weiterhin erschwerten Rekrutierungslage wurde das Budget 2013 auf die Werte aus der Rechnung 2011 angepasst."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3091 0000";"Aus- und Weiterbildung des Personals";"1’395’907.20";"1’565’000";"1’665’000";"-100’000";"Das Personal steht immer häufiger komplexeren Fällen gegenüber. Für eine erfolgreiche Bewältigung dieses Trendes muss das Personal verstärkt weitergebildet werden."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3092 0000";"Personalwerbung";"337’790.31";"471’400";"510’900";"-39’500";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3096 0000";"Verbilligungen für das Personal";121;"102’600";"103’200";-600;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3099 0000";"Übriger Personalaufwand";"701’148.36";"766’800";"794’200";"-27’400";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3100 0000";"Büromaterial";"47’015.95";"84’700";"85’600";-900;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3101 0000";"Druck-, Reproduktions- und Vervielfältigungskosten";"24’137.20";"153’800";"153’800";;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3102 0000";"Fachliteratur und Zeitschriften";"35’404.37";"42’800";"48’700";"-5’900";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3107 0000";"Temporäre Aktionen in Öffentlichkeitsarbeit";"71’250.16";"290’000";"290’000";;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3112 0000";"Anschaffungen IT-Anlagen Hardware";"111’107.60";"40’000";"40’000";;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3113 0000";"Anschaffungen IT-Anlagen Software";"197’087.95";"405’400";"454’000";"-48’600";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3114 0000";"Anschaffungen Kleider, Wäsche und Vorhänge";"204’266.60";"258’000";"296’600";"-38’600";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3116 0000";"Anschaffungen medizinische Geräte";"405’118.16";"713’000";"796’200";"-83’200";"Erhöhter Bedarf aufgrund der Einführung von DRG ab 1.1.2012"
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3119 0000";"Anschaffungen übrige Mobilien";"551’132.76";"1’205’600";"1’236’200";"-30’600";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3120 0000";"Wasser, Energie und Heizmaterialien";"2’606’922.62";"3’102’200";"3’147’200";"-45’000";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3130 0000";"Betriebs-, Verbrauchs- und Produktionsmaterialien";"2’108’383.47";"2’235’500";"2’268’300";"-32’800";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3135 0000";"Lebensmittel";"7’312’250.56";"7’385’200";"7’483’600";"-98’400";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3136 0000";"Medizinische Bedürfnisse";"4’524’246.97";"5’145’000";"4’523’800";"+621’200";"Anpassung des Budget 2013 auf die Werte aus der Rechnung 2011."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3141 0000";"Unterhalt und Reinigung der Liegenschaften des VV";"2’485’706.04";"2’673’000";"2’716’500";"-43’500";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3151 0000";"Unterhalt Maschinen, Geräte, Fahrzeuge";"398’482.72";"338’500";"388’000";"-49’500";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3152 0000";"Unterhalt IT-Anlagen Hardware";"56’873.65";"91’800";"90’000";"+1’800";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3153 0000";"Unterhalt IT-Anlagen Software";"164’663.24";"134’200";"184’700";"-50’500";"Verschiebung der Kosten des Kontos 3189 0000 auf das Konto 3153 0000. Der Saldo dieser beiden Konti beträgt Fr. 9’800.-. Mit dem Anbieter konnte ein neuer Vertrag abgeschlossen werden, in welchem zwar die Kosten für den Unterhalt der Software höher ausfallen (Fr. 50’500.-), aber mehr Leistungen eingeschlossen sind, sodass die Kosten für IT-Leistungen um Fr. 60’300.- gesenkt werden können."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3156 0000";"Unterhalt medizinische Geräte";"298’759.47";"350’000";"350’000";;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3159 0000";"Unterhalt übrige Mobilien";"52’422.35";"75’000";"75’000";;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3160 0000";"Miete und Pacht von Liegenschaften";"1’219’039.25";"1’221’900";"1’223’500";"-1’600";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3161 0000";"Mieten und Benutzungskosten";"287’000.65";"366’400";"299’700";"+66’700";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3170 0000";"Reise- und Spesenentschädigungen des Personals";"58’435.05";"81’900";"86’700";"-4’800";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3171 0000";"Auslagen für Veranstaltungen, Reisen, Lager";246;"5’100";"5’200";-100;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3180 0000";"Entschädigungen für Dienstleistungen Dritter";"7’687’344.94";"4’378’000";"4’474’100";"-96’100";"Erhöhung der Kosten für Betriebskehricht um Fr. 50’000.-. Weitere Erhöhung aus diversen Kleinposten, z.B. therapeutische Fremdleistungen."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3181 0000";"Post- und Telekommunikationsgebühren";"298’744.65";"349’500";"345’600";"+3’900";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3183 0000";"Bankspesen";182;500;500;;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3184 0000";"Sachversicherungsprämien";"73’769.80";"81’600";"63’100";"+18’500";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3186 0000";"Entschädigungen für Dienstleistungen Dritter im Zusammenhang mit Projektbegleitung, -beratung und Organisationsentwicklung";"334’844.05";"524’100";"524’100";;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3187 0000";"Steuern und Abgaben";"31’050.05";"36’700";"37’600";-900;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3189 0000";"Entschädigungen für IT-Leistungen Dritter";"148’546.80";"130’300";"70’000";"+60’300";"siehe Konto 3153 0000."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3196 0000";"Abgeltung von Rechten";"11’504.10";"13’400";"12’400";"+1’000";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3197 0000";"Mitgliederbeiträge";"74’449.00";"58’200";"76’100";"-17’900";"2011 fiel erstmals der Mitgliederbeitrag für das WHO-Label Health Promoting Hospitals (HPH) an. Zukünftig werden alle zwei Jahre Kosten von Fr. 10’000.- für die Zwischenevaluation anfallen, d.h. für 2012 nur der Grundbetrag von Fr. 4’000.-, für 2013 dann Fr. 14’000.-. Die Organisation Health Promoting Hospitals engagiert sich für die Gesundheitsförderung in Institutionen des Gesundheitswesens."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3199 0000";"Übriger Sachaufwand";"197’886.81";"302’100";"264’500";"+37’600";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3300 0000";"Abschreibungen von Guthaben des FV";"678’175.77";"391’600";"390’600";"+1’000";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3310 0000";"Ordentliche Abschreibungen auf Investitionen und Sachgütern des VV";"157’145.30";"133’800";"117’000";"+16’800";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3312 0000";"Ordentliche Abschreibungen auf Investitionsbeiträgen des VV";"30’837.00";"27’800";"25’000";"+2’800";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3610 0110";"Rückerstattungen von Beiträgen des Kantons";"37’671.00";;;;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3900 0000";"Vergütung an HRZ für Aus- und Weiterbildung";"46’925.00";"61’100";"61’100";;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3910 0000";"Vergütung an OIZ für IT-Leistungen";"804’386.70";"988’200";"1’029’000";"-40’800";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3911 0000";"Vergütung an SBMV für Material/Dienstleistungen";"392’712.10";"399’700";"399’600";100;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3912 0000";"Vergütung an RVZ für Versicherungsprämien";;;"18’800";"-18’800";"Erstmalige Verbuchung der Versicherungsprämien durch die Stadt Zürich auf dem Konto 3912 0000, alt auf Konto 3184 0000."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3913 0000";"Vergütung an IMMO für Raumkosten";"20’825’784.00";"20’379’700";"20’395’200";"-15’500";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3914 0000";"Vergütung an IMMO für Verwaltungsparkplätze";"6’600.00";"7’700";"9’000";"-1’300";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3921 0000";"Vergütung von Kontokorrentzinsen";"429’819.55";"300’000";"400’000";"-100’000";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3982 0000";"Vergütung für Verwaltungskosten";"52’900.00";"55’600";"55’500";100;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"3983 0000";"Vergütung an Finanzverwaltung für Annuitätenverpflichtung gegenüber der Pensionskasse (Ablösung Leistungsprimat 1995)";"1’740’641.00";"1’740’900";"1’740’900";;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4210 0000";"Zinsen von übrigen Kontokorrentguthaben";"-2’084.24";"-2’100";"-2’100";;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4270 0000";"Pacht- und Mietzinse von Liegenschaften des VV";"-1’072’598.85";"-1’081’700";"-1’005’700";"-76’000";"Infolge Mietzinsreduktionen und Abbau von Mietobjekten fallen weniger Mieteinnahmen an."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4273 0000";"Vergütung für Benutzung von Verwaltungsparkplätzen";"-524’458.58";"-526’400";"-547’000";"+20’600";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4320 0000";"Kostgelder und Taxen";"-220’961’051.52";"-216’358’900";"-233’884’200";"+17’525’300";"Erhöhung der Erträge aus Kostengelder und Taxen bedingt durch die Kalibrierung der Pflegebedürftigkeitsstufen der Bewohner/-innen."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4330 0000";"Kursgelder";"-653’151.80";"-1’150’000";"-850’000";"-300’000";"Anpassung der Erträge an veränderte Marktgegebenheiten."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4340 0000";"Benutzungsgebühren und Dienstleistungen";"-759’928.69";"-613’900";"-392’000";"-221’900";"Die neue Taxverordnung tritt voraussichtlich ab 1.4.2013 in Kraft. Ab diesem Zeitpunkt werden keine Ein-/Austrittsgebühren von je Fr. 150.- mehr erhoben."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4350 0000";"Verkäufe";"-2’030’289.12";"-2’093’000";"-1’985’800";"-107’200";"Am neuen Standort Bombach sind die Einnahmen aus Cafeteria- und Kioskverkäufen tiefer als am alten, etablierten Standort in Witikon, welcher zur Zeit saniert wird."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4360 0000";"Rückerstattungen Dritter";"-807’134.99";"-704’700";"-727’800";"+23’100";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4361 0000";"Sachversicherungsleistungen";"-7’389.35";"-1’000";"-6’500";"+5’500";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4365 0000";"Vergütung des Personals für die Verpflegung";"-1’470’238.39";"-1’537’000";"-1’489’600";"-47’400";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4366 0000";"Versicherungs- und Haftpflichtleistungen für das Personal";"-3’957’763.85";"-3’331’900";"-3’604’200";"+272’300";"Erhöhte Rückerstattungen durch Leistungen der Sozialversicherungen und der Familien- und Kinderzulagen."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4367 0000";"Rückerstattungen von Personalaufwendungen";"-130’433.65";"-389’100";"-297’500";"-91’600";"Wegfall der Essensbelieferung für die Kinderkrippe Käferberg."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4399 0000";"Übrige Entgelte";"-2’264.72";"-5’800";"-4’300";"-1’500";
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";"4610 0000";"Beiträge des Kantons";"-21’251.00";"-47’000";;"-47’000";"Mit Inkrafttreten des Pflegegesetzes am 1.1.2011 stehen den Pflegezentren keine Subventionen mehr zu. 2012 sind nur noch Beträge des Kantons aus Investitionstätigkeiten vor 2011 zu erwarten."
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";503100;"Umbau von Liegenschaften";"280’988.00";;;;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";506600;"Anschaffungen von medizinischen Geräten";"53’605.70";;;;
"Gesundheits- und Umweltdepartement";3020;"Pflegezentren der Stadt Zürich";506900;"Anschaffungen von übrigen Mobilien";"139’139.60";;;;
"Gesundheits- und Umweltdepartement";3026;"Altersheime der Stadt Zürich";;"Aufwand";"149’797’034.89";"156’194’800";"159’368’400";"-3’173’600";
"Gesundheits- und Umweltdepartement";3026;"Altersheime der Stadt Zürich";;"Ertrag";"-154’681’082.35";"-160’303’800";"-159’872’600";"-431’200";
"Gesundheits- und Umweltdepartement";3026;"Altersheime der Stadt Zürich";;"Saldo (+ Aufwandüberschuss/- Ertragsüberschuss)";"-4’884’047.46";"-4’109’000";"-504’200";"-3’604’800";
"Gesundheits- und Umweltdepartement";3026;"Altersheime der Stadt Zürich";"3010 0000";"Löhne des Verwaltungs- und Betriebspersonals";"80’666’338.55";"82’597’100";"83’289’900";"-692’800";"Aufrechnung Lohnmassnahmen 2012."
"Gesundheits- und Umweltdepartement";3026;"Altersheime der Stadt Zürich";"3012 0000";"Löhne des Personals in Ausbildung";"3’433’977.90";"3’426’500";"3’700’000";"-273’500";"Die Zahl der Lernenden wird im laufenden Jahr erhöht und im Jahr 2013 um 23 Personen höher sein."
"Gesundheits- und Umweltdepartement";3026;"Altersheime der Stadt Zürich";"3018 0000";"Löhne von unselbständig erwerbenden Dritten (AHV)";"233’561.35";"260’800";"260’700";100;
"Gesundheits- und Umweltdepartement";3026;"Altersheime der Stadt Zürich";"3030 0000";"Sozialversicherungsbeiträge";"6’112’420.00";"6’129’600";"6’476’300";"-346’700";
